study_tag	study_accession	reported_trait	cohorts	imputation_panel	variant_count	ftp_path
UKBB_CSA_S_HDL_CE_pct	GCST90450502	Cholesteryl esters to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450502/GCST90450502.tsv.gz
UKBB_CSA_S_HDL_CE	GCST90450503	Cholesteryl esters in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450503/GCST90450503.tsv.gz
UKBB_CSA_S_HDL_C_pct	GCST90450504	Cholesterol to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450504/GCST90450504.tsv.gz
UKBB_CSA_S_HDL_C	GCST90450505	Cholesterol in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450505/GCST90450505.tsv.gz
UKBB_CSA_S_HDL_FC_pct	GCST90450506	Free cholesterol to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450506/GCST90450506.tsv.gz
UKBB_CSA_S_HDL_FC	GCST90450507	Free cholesterol in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450507/GCST90450507.tsv.gz
UKBB_CSA_S_HDL_L	GCST90450508	Total lipids in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450508/GCST90450508.tsv.gz
UKBB_CSA_S_HDL_PL_pct	GCST90450509	Phospholipids to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450509/GCST90450509.tsv.gz
UKBB_CSA_S_HDL_PL	GCST90450510	Phospholipids in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450510/GCST90450510.tsv.gz
UKBB_CSA_S_HDL_P	GCST90450511	Concentration of small HDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450511/GCST90450511.tsv.gz
UKBB_CSA_S_HDL_TG_pct	GCST90450512	Triglycerides to total lipids ratio in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450512/GCST90450512.tsv.gz
UKBB_CSA_S_HDL_TG	GCST90450513	Triglycerides in small HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450513/GCST90450513.tsv.gz
UKBB_CSA_S_LDL_CE_pct	GCST90450514	Cholesteryl esters to total lipids ratio in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450514/GCST90450514.tsv.gz
UKBB_CSA_S_LDL_CE	GCST90450515	Cholesteryl esters in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450515/GCST90450515.tsv.gz
UKBB_CSA_S_LDL_C_pct	GCST90450516	Cholesterol to total lipids ratio in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450516/GCST90450516.tsv.gz
UKBB_CSA_S_LDL_C	GCST90450517	Cholesterol in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450517/GCST90450517.tsv.gz
UKBB_CSA_S_LDL_FC_pct	GCST90450518	Free cholesterol to total lipids ratio in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450518/GCST90450518.tsv.gz
UKBB_CSA_S_LDL_FC	GCST90450519	Free cholesterol in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450519/GCST90450519.tsv.gz
UKBB_CSA_S_LDL_L	GCST90450520	Total lipids in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450520/GCST90450520.tsv.gz
UKBB_CSA_S_LDL_PL_pct	GCST90450521	Phospholipids to total lipids ratio in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450521/GCST90450521.tsv.gz
UKBB_CSA_S_LDL_PL	GCST90450522	Phospholipids in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450522/GCST90450522.tsv.gz
UKBB_CSA_S_LDL_P	GCST90450523	Concentration of small LDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450523/GCST90450523.tsv.gz
UKBB_CSA_S_LDL_TG_pct	GCST90450524	Triglycerides to total lipids ratio in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450524/GCST90450524.tsv.gz
UKBB_CSA_S_LDL_TG	GCST90450525	Triglycerides in small LDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450525/GCST90450525.tsv.gz
UKBB_CSA_Sphingomyelins	GCST90450526	Sphingomyelins	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450526/GCST90450526.tsv.gz
UKBB_CSA_S_VLDL_CE_pct	GCST90450527	Cholesteryl esters to total lipids ratio in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450527/GCST90450527.tsv.gz
UKBB_CSA_S_VLDL_CE	GCST90450528	Cholesteryl esters in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450528/GCST90450528.tsv.gz
UKBB_CSA_S_VLDL_C_pct	GCST90450529	Cholesterol to total lipids ratio in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450529/GCST90450529.tsv.gz
UKBB_CSA_S_VLDL_C	GCST90450530	Cholesterol in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450530/GCST90450530.tsv.gz
UKBB_CSA_S_VLDL_FC_pct	GCST90450531	Free cholesterol to total lipids ratio in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450531/GCST90450531.tsv.gz
UKBB_CSA_S_VLDL_FC	GCST90450532	Free cholesterol in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450532/GCST90450532.tsv.gz
UKBB_CSA_S_VLDL_L	GCST90450533	Total lipids in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450533/GCST90450533.tsv.gz
UKBB_CSA_S_VLDL_PL_pct	GCST90450534	Phospholipids to total lipids ratio in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450534/GCST90450534.tsv.gz
UKBB_CSA_S_VLDL_PL	GCST90450535	Phospholipids in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450535/GCST90450535.tsv.gz
UKBB_CSA_S_VLDL_P	GCST90450536	Concentration of small VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450536/GCST90450536.tsv.gz
UKBB_CSA_S_VLDL_TG_pct	GCST90450537	Triglycerides to total lipids ratio in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450537/GCST90450537.tsv.gz
UKBB_CSA_S_VLDL_TG	GCST90450538	Triglycerides in small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450538/GCST90450538.tsv.gz
UKBB_CSA_TG_by_PG	GCST90450539	Ratio of triglycerides to phosphoglycerides	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450539/GCST90450539.tsv.gz
UKBB_CSA_Total_BCAA	GCST90450540	Total concentration of branched-chain amino acids (leucine + isoleucine + valine)	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450540/GCST90450540.tsv.gz
UKBB_CSA_Total_CE	GCST90450541	Total esterified cholesterol	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450541/GCST90450541.tsv.gz
UKBB_CSA_Total_C	GCST90450542	Total cholesterol	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450542/GCST90450542.tsv.gz
UKBB_CSA_Total_FA	GCST90450543	Total fatty acids	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450543/GCST90450543.tsv.gz
UKBB_CSA_Total_FC	GCST90450544	Total free cholesterol	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450544/GCST90450544.tsv.gz
UKBB_CSA_Total_L	GCST90450545	Total lipids in lipoprotein particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450545/GCST90450545.tsv.gz
UKBB_CSA_Total_PL	GCST90450546	Total phospholipids in lipoprotein particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450546/GCST90450546.tsv.gz
UKBB_CSA_Total_P	GCST90450547	Total concentration of lipoprotein particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450547/GCST90450547.tsv.gz
UKBB_CSA_Total_TG	GCST90450548	Total triglycerides	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450548/GCST90450548.tsv.gz
UKBB_CSA_Tyr	GCST90450549	Tyrosine	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450549/GCST90450549.tsv.gz
UKBB_CSA_Unsaturation	GCST90450550	Degree of unsaturation	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450550/GCST90450550.tsv.gz
UKBB_CSA_Val	GCST90450551	Valine	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450551/GCST90450551.tsv.gz
UKBB_CSA_VLDL_CE	GCST90450552	Cholesteryl esters in VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450552/GCST90450552.tsv.gz
UKBB_CSA_VLDL_C	GCST90450553	VLDL cholesterol	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450553/GCST90450553.tsv.gz
UKBB_CSA_VLDL_FC	GCST90450554	Free cholesterol in VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450554/GCST90450554.tsv.gz
UKBB_CSA_VLDL_L	GCST90450555	Total lipids in VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450555/GCST90450555.tsv.gz
UKBB_CSA_VLDL_PL	GCST90450556	Phospholipids in VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450556/GCST90450556.tsv.gz
UKBB_CSA_VLDL_P	GCST90450557	Concentration of VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450557/GCST90450557.tsv.gz
UKBB_CSA_VLDL_size	GCST90450558	Average diameter for VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450558/GCST90450558.tsv.gz
UKBB_CSA_VLDL_TG	GCST90450559	Triglycerides in VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450559/GCST90450559.tsv.gz
UKBB_CSA_XL_HDL_CE_pct	GCST90450560	Cholesteryl esters to total lipids ratio in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450560/GCST90450560.tsv.gz
UKBB_CSA_XL_HDL_CE	GCST90450561	Cholesteryl esters in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450561/GCST90450561.tsv.gz
UKBB_CSA_XL_HDL_C_pct	GCST90450562	Cholesterol to total lipids ratio in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450562/GCST90450562.tsv.gz
UKBB_CSA_XL_HDL_C	GCST90450563	Cholesterol in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450563/GCST90450563.tsv.gz
UKBB_CSA_XL_HDL_FC_pct	GCST90450564	Free cholesterol to total lipids ratio in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450564/GCST90450564.tsv.gz
UKBB_CSA_XL_HDL_FC	GCST90450565	Free cholesterol in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450565/GCST90450565.tsv.gz
UKBB_CSA_XL_HDL_L	GCST90450566	Total lipids in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450566/GCST90450566.tsv.gz
UKBB_CSA_XL_HDL_PL_pct	GCST90450567	Phospholipids to total lipids ratio in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450567/GCST90450567.tsv.gz
UKBB_CSA_XL_HDL_PL	GCST90450568	Phospholipids in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450568/GCST90450568.tsv.gz
UKBB_CSA_XL_HDL_P	GCST90450569	Concentration of very large HDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450569/GCST90450569.tsv.gz
UKBB_CSA_XL_HDL_TG_pct	GCST90450570	Triglycerides to total lipids ratio in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450570/GCST90450570.tsv.gz
UKBB_CSA_XL_HDL_TG	GCST90450571	Triglycerides in very large HDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450571/GCST90450571.tsv.gz
UKBB_CSA_XL_VLDL_CE_pct	GCST90450572	Cholesteryl esters to total lipids ratio in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450572/GCST90450572.tsv.gz
UKBB_CSA_XL_VLDL_CE	GCST90450573	Cholesteryl esters in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450573/GCST90450573.tsv.gz
UKBB_CSA_XL_VLDL_C_pct	GCST90450574	Cholesterol to total lipids ratio in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450574/GCST90450574.tsv.gz
UKBB_CSA_XL_VLDL_C	GCST90450575	Cholesterol in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450575/GCST90450575.tsv.gz
UKBB_CSA_XL_VLDL_FC_pct	GCST90450576	Free cholesterol to total lipids ratio in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450576/GCST90450576.tsv.gz
UKBB_CSA_XL_VLDL_FC	GCST90450577	Free cholesterol in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450577/GCST90450577.tsv.gz
UKBB_CSA_XL_VLDL_L	GCST90450578	Total lipids in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450578/GCST90450578.tsv.gz
UKBB_CSA_XL_VLDL_PL_pct	GCST90450579	Phospholipids to total lipids ratio in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450579/GCST90450579.tsv.gz
UKBB_CSA_XL_VLDL_PL	GCST90450580	Phospholipids in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450580/GCST90450580.tsv.gz
UKBB_CSA_XL_VLDL_P	GCST90450581	Concentration of very large VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450581/GCST90450581.tsv.gz
UKBB_CSA_XL_VLDL_TG_pct	GCST90450582	Triglycerides to total lipids ratio in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450582/GCST90450582.tsv.gz
UKBB_CSA_XL_VLDL_TG	GCST90450583	Triglycerides in very large VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450583/GCST90450583.tsv.gz
UKBB_CSA_XS_VLDL_CE_pct	GCST90450584	Cholesteryl esters to total lipids ratio in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450584/GCST90450584.tsv.gz
UKBB_CSA_XS_VLDL_CE	GCST90450585	Cholesteryl esters in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450585/GCST90450585.tsv.gz
UKBB_CSA_XS_VLDL_C_pct	GCST90450586	Cholesterol to total lipids ratio in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450586/GCST90450586.tsv.gz
UKBB_CSA_XS_VLDL_C	GCST90450587	Cholesterol in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450587/GCST90450587.tsv.gz
UKBB_CSA_XS_VLDL_FC_pct	GCST90450588	Free cholesterol to total lipids ratio in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450588/GCST90450588.tsv.gz
UKBB_CSA_XS_VLDL_FC	GCST90450589	Free cholesterol in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450589/GCST90450589.tsv.gz
UKBB_CSA_XS_VLDL_L	GCST90450590	Total lipids in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450590/GCST90450590.tsv.gz
UKBB_CSA_XS_VLDL_PL_pct	GCST90450591	Phospholipids to total lipids ratio in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450591/GCST90450591.tsv.gz
UKBB_CSA_XS_VLDL_PL	GCST90450592	Phospholipids in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450592/GCST90450592.tsv.gz
UKBB_CSA_XS_VLDL_P	GCST90450593	Concentration of very small VLDL particles	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450593/GCST90450593.tsv.gz
UKBB_CSA_XS_VLDL_TG_pct	GCST90450594	Triglycerides to total lipids ratio in very small VLDL	UKBB	Genomics England (n=78195)	17791374	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics//GCST90450001-GCST90451000/GCST90450594/GCST90450594.tsv.gz
